0.1	3.831417624521073e-05	4.0996168582375475e-06
0.2	3.831417624521073e-05	3.946360153256706e-06
0.3	3.831417624521073e-05	3.793103448275864e-06
0.4	3.831417624521073e-05	3.63984674329502e-06
0.5	3.831417624521073e-05	3.524904214559388e-06
0.6	3.831417624521073e-05	3.3716475095785437e-06
0.7	3.831417624521073e-05	3.2183908045976995e-06
0.8	3.831417624521073e-05	3.1034482758620696e-06
0.9	3.831417624521073e-05	2.950191570881226e-06
1.0	3.831417624521073e-05	2.7969348659003816e-06
0.1	2.118811881188119e-05	2.403960396039604e-06
0.2	2.118811881188119e-05	2.4e-06
0.3	2.118811881188119e-05	2.3960396039603962e-06
0.4	2.118811881188119e-05	2.392079207920792e-06
0.5	2.118811881188119e-05	2.388118811881188e-06
0.6	2.118811881188119e-05	2.384158415841584e-06
0.7	2.118811881188119e-05	2.38019801980198e-06
0.8	2.118811881188119e-05	2.3762376237623762e-06
0.9	2.118811881188119e-05	2.372277227722772e-06
1.0	2.118811881188119e-05	2.368316831683168e-06
0.1	1.8680688336520075e-06	6.118546845124282e-07
0.2	1.8565965583173995e-06	5.793499043977055e-07
0.3	1.84321223709369e-06	5.487571701720841e-07
0.4	1.8298279158699807e-06	5.162523900573613e-07
0.5	1.8164435946462714e-06	4.856596558317399e-07
0.6	1.8049713193116631e-06	4.550669216061185e-07
0.7	1.791586998087954e-06	4.2256214149139577e-07
0.8	1.7782026768642448e-06	3.919694072657743e-07
0.9	1.7648183556405352e-06	3.594646271510516e-07
1.0	1.7514340344168258e-06	3.288718929254302e-07
0.1	8.976415094339625e-06	8.066037735849059e-07
0.2	8.250000000000002e-06	1.6084905660377366e-06
0.3	7.575471698113211e-06	2.410377358490567e-06
0.4	6.853773584905663e-06	3.2122641509433977e-06
0.5	6.132075471698116e-06	3.9905660377358505e-06
0.6	5.405660377358493e-06	4.820754716981134e-06
0.7	4.7311320754717e-06	5.6084905660377375e-06
0.8	4.009433962264152e-06	6.4386792452830215e-06
0.9	3.2877358490566053e-06	7.226415094339626e-06
1.0	2.5660377358490576e-06	8.009433962264153e-06
0.1	1.3802083333333336e-05	3.0677083333333336e-06
0.2	1.4479166666666669e-05	2.322916666666667e-06
0.3	1.5156249999999999e-05	1.6250000000000003e-06
0.4	1.5833333333333336e-05	9.322916666666666e-07
0.5	1.6510416666666667e-05	2.6041666666666684e-07
0.6	1.71875e-05	-5.208333333333328e-07
0.7	1.7812500000000003e-05	-1.1979166666666667e-06
0.8	1.8489583333333337e-05	-1.9270833333333326e-06
0.9	1.9218750000000003e-05	-2.6041666666666674e-06
1.0	1.9895833333333334e-05	-3.3333333333333333e-06
0.1	1.5606936416184963e-05	2.0809248554913286e-06
0.2	1.526011560693641e-05	2.543352601156068e-06
0.3	1.4913294797687856e-05	2.9479768786127163e-06
0.4	1.4624277456647393e-05	3.4104046242774565e-06
0.5	1.4277456647398835e-05	3.815028901734103e-06
0.6	1.3988439306358378e-05	4.277456647398843e-06
0.7	1.3641618497109826e-05	4.739884393063583e-06
0.8	1.335260115606936e-05	5.14450867052023e-06
0.9	1.3005780346820802e-05	5.6069364161849696e-06
1.0	1.265895953757225e-05	6.0693641618497085e-06
0.1	1.9679487179487174e-05	3.0769230769230757e-06
0.2	2.0256410256410248e-05	2.7564102564102552e-06
0.3	2.0128205128205123e-05	2.37179487179487e-06
0.4	2.0641025641025633e-05	1.9230769230769213e-06
0.5	2.0576923076923076e-05	1.6025641025641018e-06
0.6	2.1089743589743583e-05	1.2179487179487167e-06
0.7	2.102564102564102e-05	8.333333333333316e-07
0.8	2.1538461538461535e-05	4.487179487179486e-07
0.9	2.205128205128205e-05	-0.0
1.0	2.1987179487179485e-05	-3.205128205128195e-07
0.1	2.214285714285714e-05	2.9285714285714287e-06
0.2	2.142857142857143e-05	3.2142857142857143e-06
0.3	2.214285714285714e-05	3.57142857142857e-06
0.4	2.142857142857143e-05	3.928571428571429e-06
0.5	2.214285714285714e-05	4.1428571428571435e-06
0.6	2.142857142857143e-05	4.499999999999999e-06
0.7	2.214285714285714e-05	4.785714285714285e-06
0.8	2.142857142857141e-05	5.142857142857141e-06
0.9	2.142857142857141e-05	5.499999999999999e-06
1.0	2.142857142857141e-05	5.785714285714285e-06
0.1	2.5877192982456167e-05	3.4210526315789495e-06
0.2	2.6315789473684236e-05	3.070175438596493e-06
0.3	2.6754385964912305e-05	2.7192982456140373e-06
0.4	2.7192982456140374e-05	2.3684210526315797e-06
0.5	2.7192982456140374e-05	2.0614035087719302e-06
0.6	2.7631578947368443e-05	1.710526315789474e-06
0.7	2.7631578947368443e-05	1.3596491228070178e-06
0.8	2.8508771929824595e-05	1.0087719298245617e-06
0.9	2.8508771929824595e-05	6.578947368421041e-07
1.0	2.8947368421052664e-05	3.07017543859648e-07
0.1	3.272727272727269e-05	1.4545454545454572e-06
0.2	3.0909090909090855e-05	3.5454545454545407e-06
0.3	2.818181818181814e-05	5.7272727272727235e-06
0.4	2.636363636363633e-05	7.818181818181813e-06
0.5	2.454545454545452e-05	9.99999999999999e-06
0.6	2.272727272727271e-05	1.209090909090908e-05
0.7	2.0909090909090872e-05	1.4181818181818163e-05
0.8	1.818181818181816e-05	1.6363636363636346e-05
0.9	1.6363636363636346e-05	1.8454545454545436e-05
1.0	1.4545454545454534e-05	2.0636363636363612e-05
0.1	3.571428571428568e-05	4.190476190476186e-06
0.2	3.6666666666666645e-05	3.1904761904761884e-06
0.3	3.809523809523808e-05	2.095238095238093e-06
0.4	3.904761904761903e-05	1.0476190476190465e-06
0.5	3.9999999999999976e-05	-0.0
0.6	4.0952380952380925e-05	-1.0476190476190465e-06
0.7	4.190476190476189e-05	-2.095238095238093e-06
0.8	4.33333333333333e-05	-3.1428571428571395e-06
0.9	4.428571428571425e-05	-4.190476190476189e-06
1.0	4.52380952380952e-05	-5.238095238095236e-06
0.1	3.7272727272727364e-05	2.4545454545454573e-06
0.2	3.636363636363643e-05	3.545454545454552e-06
0.3	3.4545454545454616e-05	4.727272727272734e-06
