0.4	3.3636363636363684e-05	6.0000000000000095e-06
0.5	3.27272727272728e-05	7.090909090909104e-06
0.6	3.181818181818187e-05	8.272727272727287e-06
0.7	3.090909090909098e-05	9.454545454545475e-06
0.8	2.9090909090909164e-05	1.0636363636363657e-05
0.9	2.8181818181818232e-05	1.1818181818181846e-05
1.0	2.7272727272727348e-05	1.290909090909094e-05
0.1	3.8095238095238065e-05	2.7619047619047625e-06
0.2	3.8571428571428556e-05	2.2380952380952392e-06
0.3	3.9047619047619014e-05	1.7142857142857128e-06
0.4	3.9523809523809505e-05	1.1428571428571409e-06
0.5	3.999999999999996e-05	5.71428571428572e-07
0.6	4.0476190476190454e-05	4.7619047619048745e-08
0.7	4.095238095238091e-05	-4.7619047619047453e-07
0.8	4.14285714285714e-05	-1.0952380952380954e-06
0.9	4.190476190476189e-05	-1.6190476190476186e-06
1.0	4.238095238095235e-05	-2.142857142857142e-06
0.1	3.831417624521073e-05	4.0996168582375475e-06
0.2	3.831417624521073e-05	3.946360153256706e-06
0.3	3.831417624521073e-05	3.793103448275864e-06
0.4	3.831417624521073e-05	3.63984674329502e-06
0.5	3.831417624521073e-05	3.524904214559388e-06
0.6	3.831417624521073e-05	3.3716475095785437e-06
0.7	3.831417624521073e-05	3.2183908045976995e-06
0.8	3.831417624521073e-05	3.1034482758620696e-06
0.9	3.831417624521073e-05	2.950191570881226e-06
1.0	3.831417624521073e-05	2.7969348659003816e-06
